code_1lvl,name_1lvl,code_2lvl,name_2lvl,code_3lvl,name_3lvl
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L95,"Vasculitis limited to skin, not elsewhere classified"
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L97,"Ulcer of lower limb, not elsewhere classified"
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
L00-L99,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L99*,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere
M00-M99,Diseases of the musculoskeletal system and connective tissue,M00-M03,Infectious arthropathies,M00,Pyogenic arthritis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M00-M03,Infectious arthropathies,M01*,Direct infections of joint in infectious and parasitic diseases classified elsewhere
M00-M99,Diseases of the musculoskeletal system and connective tissue,M00-M03,Infectious arthropathies,M02,Reactive arthropathies
M00-M99,Diseases of the musculoskeletal system and connective tissue,M00-M03,Infectious arthropathies,M03*,Postinfective and reactive arthropathies in diseases classified elsewhere
M00-M99,Diseases of the musculoskeletal system and connective tissue,M05-M14,Inflammatory polyarthropathies,M05,Seropositive rheumatoid arthritis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M05-M14,Inflammatory polyarthropathies,M06,Other rheumatoid arthritis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M05-M14,Inflammatory polyarthropathies,M07*,Psoriatic and enteropathic arthropathies
M00-M99,Diseases of the musculoskeletal system and connective tissue,M05-M14,Inflammatory polyarthropathies,M08,Juvenile arthritis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M05-M14,Inflammatory polyarthropathies,M09*,Juvenile arthritis in diseases classified elsewhere
M00-M99,Diseases of the musculoskeletal system and connective tissue,M05-M14,Inflammatory polyarthropathies,M10,Gout
M00-M99,Diseases of the musculoskeletal system and connective tissue,M05-M14,Inflammatory polyarthropathies,M11,Other crystal arthropathies
M00-M99,Diseases of the musculoskeletal system and connective tissue,M05-M14,Inflammatory polyarthropathies,M12,Other specific arthropathies
M00-M99,Diseases of the musculoskeletal system and connective tissue,M05-M14,Inflammatory polyarthropathies,M13,Other arthritis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M05-M14,Inflammatory polyarthropathies,M14*,Arthropathies in other diseases classified elsewhere
M00-M99,Diseases of the musculoskeletal system and connective tissue,M15-M19,Arthrosis,M15,Polyarthrosis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M15-M19,Arthrosis,M16,Coxarthrosis [arthrosis of hip]
M00-M99,Diseases of the musculoskeletal system and connective tissue,M15-M19,Arthrosis,M17,Gonarthrosis [arthrosis of knee]
M00-M99,Diseases of the musculoskeletal system and connective tissue,M15-M19,Arthrosis,M18,Arthrosis of first carpometacarpal joint
M00-M99,Diseases of the musculoskeletal system and connective tissue,M15-M19,Arthrosis,M19,Other arthrosis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M20-M25,Other joint disorders,M20,Acquired deformities of fingers and toes
M00-M99,Diseases of the musculoskeletal system and connective tissue,M20-M25,Other joint disorders,M21,Other acquired deformities of limbs
M00-M99,Diseases of the musculoskeletal system and connective tissue,M20-M25,Other joint disorders,M22,Disorders of patella
M00-M99,Diseases of the musculoskeletal system and connective tissue,M20-M25,Other joint disorders,M23,Internal derangement of knee
M00-M99,Diseases of the musculoskeletal system and connective tissue,M20-M25,Other joint disorders,M24,Other specific joint derangements
M00-M99,Diseases of the musculoskeletal system and connective tissue,M20-M25,Other joint disorders,M25,"Other joint disorders, not elsewhere classified"
M00-M99,Diseases of the musculoskeletal system and connective tissue,M30-M36,Systemic connective tissue disorders,M30,Polyarteritis nodosa and related conditions
M00-M99,Diseases of the musculoskeletal system and connective tissue,M30-M36,Systemic connective tissue disorders,M31,Other necrotizing vasculopathies
M00-M99,Diseases of the musculoskeletal system and connective tissue,M30-M36,Systemic connective tissue disorders,M32,Systemic lupus erythematosus
M00-M99,Diseases of the musculoskeletal system and connective tissue,M30-M36,Systemic connective tissue disorders,M33,Dermatopolymyositis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M30-M36,Systemic connective tissue disorders,M34,Systemic sclerosis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M30-M36,Systemic connective tissue disorders,M35,Other systemic involvement of connective tissue
M00-M99,Diseases of the musculoskeletal system and connective tissue,M30-M36,Systemic connective tissue disorders,M36*,Systemic disorders of connective tissue in diseases classified elsewhere
M00-M99,Diseases of the musculoskeletal system and connective tissue,M40-M43,Deforming dorsopathies,M40,Kyphosis and lordosis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M40-M43,Deforming dorsopathies,M41,Scoliosis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M40-M43,Deforming dorsopathies,M42,Spinal osteochondrosis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M40-M43,Deforming dorsopathies,M43,Other deforming dorsopathies
M00-M99,Diseases of the musculoskeletal system and connective tissue,M45-M49,Spondylopathies,M45,Ankylosing spondylitis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M45-M49,Spondylopathies,M46,Other inflammatory spondylopathies
M00-M99,Diseases of the musculoskeletal system and connective tissue,M45-M49,Spondylopathies,M47,Spondylosis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M45-M49,Spondylopathies,M48,Other spondylopathies
M00-M99,Diseases of the musculoskeletal system and connective tissue,M45-M49,Spondylopathies,M49*,Spondylopathies in diseases classified elsewhere
M00-M99,Diseases of the musculoskeletal system and connective tissue,M50-M54,Other dorsopathies,M50,Cervical disc disorders
M00-M99,Diseases of the musculoskeletal system and connective tissue,M50-M54,Other dorsopathies,M51,Other intervertebral disc disorders
M00-M99,Diseases of the musculoskeletal system and connective tissue,M50-M54,Other dorsopathies,M53,"Other dorsopathies, not elsewhere classified"
M00-M99,Diseases of the musculoskeletal system and connective tissue,M50-M54,Other dorsopathies,M54,Dorsalgia
M00-M99,Diseases of the musculoskeletal system and connective tissue,M60-M63,Disorders of muscles,M60,Myositis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M60-M63,Disorders of muscles,M61,Calcification and ossification of muscle
M00-M99,Diseases of the musculoskeletal system and connective tissue,M60-M63,Disorders of muscles,M62,Other disorders of muscle
M00-M99,Diseases of the musculoskeletal system and connective tissue,M60-M63,Disorders of muscles,M63*,Disorders of muscle in diseases classified elsewhere
M00-M99,Diseases of the musculoskeletal system and connective tissue,M65-M68,Disorders of synovium and tendon,M65,Synovitis and tenosynovitis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M65-M68,Disorders of synovium and tendon,M66,Spontaneous rupture of synovium and tendon
M00-M99,Diseases of the musculoskeletal system and connective tissue,M65-M68,Disorders of synovium and tendon,M67,Other disorders of synovium and tendon
M00-M99,Diseases of the musculoskeletal system and connective tissue,M65-M68,Disorders of synovium and tendon,M68*,Disorders of synovium and tendon in diseases classified elsewhere
M00-M99,Diseases of the musculoskeletal system and connective tissue,M70-M79,Other soft tissue disorders,M70,"Soft tissue disorders related to use, overuse and pressure"
M00-M99,Diseases of the musculoskeletal system and connective tissue,M70-M79,Other soft tissue disorders,M71,Other bursopathies
M00-M99,Diseases of the musculoskeletal system and connective tissue,M70-M79,Other soft tissue disorders,M72,Fibroblastic disorders
M00-M99,Diseases of the musculoskeletal system and connective tissue,M70-M79,Other soft tissue disorders,M73*,Soft tissue disorders in diseases classified elsewhere
M00-M99,Diseases of the musculoskeletal system and connective tissue,M70-M79,Other soft tissue disorders,M75,Shoulder lesions
M00-M99,Diseases of the musculoskeletal system and connective tissue,M70-M79,Other soft tissue disorders,M76,"Enthesopathies of lower limb, excluding foot"
M00-M99,Diseases of the musculoskeletal system and connective tissue,M70-M79,Other soft tissue disorders,M77,Other enthesopathies
M00-M99,Diseases of the musculoskeletal system and connective tissue,M70-M79,Other soft tissue disorders,M79,"Other soft tissue disorders, not elsewhere classified"
M00-M99,Diseases of the musculoskeletal system and connective tissue,M80-M85,Disorders of bone density and structure,M80,Osteoporosis with pathological fracture
M00-M99,Diseases of the musculoskeletal system and connective tissue,M80-M85,Disorders of bone density and structure,M81,Osteoporosis without pathological fracture
M00-M99,Diseases of the musculoskeletal system and connective tissue,M80-M85,Disorders of bone density and structure,M82*,Osteoporosis in diseases classified elsewhere
M00-M99,Diseases of the musculoskeletal system and connective tissue,M80-M85,Disorders of bone density and structure,M83,Adult osteomalacia
M00-M99,Diseases of the musculoskeletal system and connective tissue,M80-M85,Disorders of bone density and structure,M84,Disorders of continuity of bone
M00-M99,Diseases of the musculoskeletal system and connective tissue,M80-M85,Disorders of bone density and structure,M85,Other disorders of bone density and structure
M00-M99,Diseases of the musculoskeletal system and connective tissue,M86-M90,Other osteopathies,M86,Osteomyelitis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M86-M90,Other osteopathies,M87,Osteonecrosis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M86-M90,Other osteopathies,M88,Paget's disease of bone [osteitis deformans]
M00-M99,Diseases of the musculoskeletal system and connective tissue,M86-M90,Other osteopathies,M89,Other disorders of bone
M00-M99,Diseases of the musculoskeletal system and connective tissue,M86-M90,Other osteopathies,M90*,Osteopathies in diseases classified elsewhere
M00-M99,Diseases of the musculoskeletal system and connective tissue,M91-M94,Chondropathies,M91,Juvenile osteochondrosis of hip and pelvis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M91-M94,Chondropathies,M92,Other juvenile osteochondrosis
M00-M99,Diseases of the musculoskeletal system and connective tissue,M91-M94,Chondropathies,M93,Other osteochondropathies
M00-M99,Diseases of the musculoskeletal system and connective tissue,M91-M94,Chondropathies,M94,Other disorders of cartilage
M00-M99,Diseases of the musculoskeletal system and connective tissue,M95-M99,Other disorders of the musculoskeletal system and connective tissue,M95,Other acquired deformities of musculoskeletal system and connective tissue
M00-M99,Diseases of the musculoskeletal system and connective tissue,M95-M99,Other disorders of the musculoskeletal system and connective tissue,M96,"Postprocedural musculoskeletal disorders, not elsewhere classified"
M00-M99,Diseases of the musculoskeletal system and connective tissue,M95-M99,Other disorders of the musculoskeletal system and connective tissue,M99,"Biomechanical lesions, not elsewhere classified"
N00-N99,Diseases of the genitourinary system,N00-N08,Glomerular diseases,N00,Acute nephritic syndrome
N00-N99,Diseases of the genitourinary system,N00-N08,Glomerular diseases,N01,Rapidly progressive nephritic syndrome
N00-N99,Diseases of the genitourinary system,N00-N08,Glomerular diseases,N02,Recurrent and persistent haematuria
N00-N99,Diseases of the genitourinary system,N00-N08,Glomerular diseases,N03,Chronic nephritic syndrome
N00-N99,Diseases of the genitourinary system,N00-N08,Glomerular diseases,N04,Nephrotic syndrome
N00-N99,Diseases of the genitourinary system,N00-N08,Glomerular diseases,N05,Unspecified nephritic syndrome
N00-N99,Diseases of the genitourinary system,N00-N08,Glomerular diseases,N06,Isolated proteinuria with specified morphological lesion
N00-N99,Diseases of the genitourinary system,N00-N08,Glomerular diseases,N07,"Hereditary nephropathy, not elsewhere classified"
N00-N99,Diseases of the genitourinary system,N00-N08,Glomerular diseases,N08*,Glomerular disorders in diseases classified elsewhere
N00-N99,Diseases of the genitourinary system,N10-N16,Renal tubulo-interstitial diseases,N10,Acute tubulo-interstitial nephritis
N00-N99,Diseases of the genitourinary system,N10-N16,Renal tubulo-interstitial diseases,N11,Chronic tubulo-interstitial nephritis
N00-N99,Diseases of the genitourinary system,N10-N16,Renal tubulo-interstitial diseases,N12,"Tubulo-interstitial nephritis, not specified as acute or chronic"
N00-N99,Diseases of the genitourinary system,N10-N16,Renal tubulo-interstitial diseases,N13,Obstructive and reflux uropathy
N00-N99,Diseases of the genitourinary system,N10-N16,Renal tubulo-interstitial diseases,N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions
N00-N99,Diseases of the genitourinary system,N10-N16,Renal tubulo-interstitial diseases,N15,Other renal tubulo-interstitial diseases
N00-N99,Diseases of the genitourinary system,N10-N16,Renal tubulo-interstitial diseases,N16*,Renal tubulo-interstitial disorders in diseases classified elsewhere
N00-N99,Diseases of the genitourinary system,N17-N19,Renal failure,N17,Acute renal failure
